Complaint,OffenseDescription,Description,Attempted,CategoryCode,Borough,Location,PremiseType
212885908,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,BROOKLYN,OPPOSITE OF,STREET
907194693,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,GROCERY/BODEGA
422872730,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,PUBLIC SCHOOL
820155957,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 3 & 2  OF M,COMPLETED,FELONY,BROOKLYN,,STREET
584319028,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 3 & 2  OF M,COMPLETED,FELONY,BROOKLYN,,STREET
669700636,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 3 & 2  OF M,COMPLETED,FELONY,BROOKLYN,,STREET
589912700,VEHICLE AND TRAFFIC LAWS,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,QUEENS,,STREET
173984292,FORGERY,FORGERY ETC. UNCLASSIFIED-FELO,COMPLETED,FELONY,BROOKLYN,,STREET
937304905,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE
726009472,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
200178655,BURGLARY,BURGLARY RESIDENCE DAY,COMPLETED,FELONY,BROOKLYN,INSIDE,OTHER
484112338,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 3 & 2  OF M,COMPLETED,FELONY,BROOKLYN,,STREET
684765209,ASSAULT 3 & RELATED OFFENSES,MENACING UNCLASSIFIED,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
382371403,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,FOOD SUPERMARKET
396974428,OFFENSES AGAINST PUBLIC ADMINI,CONTEMPT CRIMINAL,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
561613800,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
428255611,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
951726544,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
140792048,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,INSIDE,PARKING LOT/GARAGE (PRIVATE)
786030619,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
703412341,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE
500993886,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,BAR/NIGHT CLUB
607044496,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,BAR/NIGHT CLUB
141499321,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
520355320,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
318116475,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
596436752,PETIT LARCENY,LARCENY PETIT FROM OPEN AREAS ,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
149074733,GRAND LARCENY,LARCENY GRAND FROM VEHICLE/MOTORCYCLE,COMPLETED,FELONY,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE
767986350,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,REAR OF,FOOD SUPERMARKET
865858017,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
898165325,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING
986378797,GRAND LARCENY,LARCENY GRAND BY ACQUIRING LOST CREDIT CARD,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
581869420,ASSAULT 3 & RELATED OFFENSES,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
366741178,DANGEROUS DRUGS,MARIJUANA  POSSESSION 4 & 5,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
284933896,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,STATEN ISLAND,,PARKING LOT/GARAGE (PUBLIC)
133654666,DANGEROUS DRUGS,CONTROLLED SUBSTANCE SALE 1,COMPLETED,FELONY,BROOKLYN,,STREET
352329217,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
960538959,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
341635829,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
231667706,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
632748442,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
509831414,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,QUEENS,,TRANSIT - NYC SUBWAY
874953549,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
401649944,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
824233825,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,BROOKLYN,REAR OF,RESIDENCE - APT. HOUSE
732649148,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
164013783,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE
168771031,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE
887637416,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE
225019985,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,OTHER
248134105,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE
972553708,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
612330132,PETIT LARCENY,LARCENY PETIT BY CHECK USE,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESTAURANT/DINER
682115377,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,,STREET
540597353,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE
593002306,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
730445670,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
761065428,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,QUEENS,FRONT OF,RESIDENCE - APT. HOUSE
507133817,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,STATEN ISLAND,FRONT OF,RESIDENCE - APT. HOUSE
471135756,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,STATEN ISLAND,FRONT OF,RESIDENCE - APT. HOUSE
372290484,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,RESIDENCE-HOUSE
319331061,GRAND LARCENY OF MOTOR VEHICLE,LARCENY GRAND OF AUTO,COMPLETED,FELONY,BROOKLYN,OPPOSITE OF,STREET
814686159,FORGERY,FORGERY ETC. UNCLASSIFIED-FELO,COMPLETED,FELONY,BROOKLYN,,STREET
444376291,PETIT LARCENY,LARCENY PETIT FROM OPEN AREAS ,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,GYM/FITNESS FACILITY
528210106,FRAUDS,FRAUD UNCLASSIFIED-MISDEMEANOR,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
364510933,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
795236856,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE - APT. HOUSE
534349057,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,STREET
685805556,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE
281012615,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,DRUG STORE
852823737,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
577429885,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,COMMERCIAL BUILDING
562705062,PETIT LARCENY,LARCENY PETIT FROM OPEN AREAS ,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,DEPARTMENT STORE
716442178,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,STATEN ISLAND,FRONT OF,COMMERCIAL BUILDING
656529152,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,COMMERCIAL BUILDING
452573453,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,DEPARTMENT STORE
301144525,PETIT LARCENY,LARCENY PETIT FROM OPEN AREAS ,COMPLETED,MISDEMEANOR,STATEN ISLAND,FRONT OF,OTHER
314758947,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,DEPARTMENT STORE
634997482,GRAND LARCENY,LARCENY GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED,COMPLETED,FELONY,STATEN ISLAND,INSIDE,DEPARTMENT STORE
306738817,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,CLOTHING/BOUTIQUE
963157574,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,COMMERCIAL BUILDING
416510636,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,DEPARTMENT STORE
659866485,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,DEPARTMENT STORE
478804700,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,GAS STATION
906119405,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,QUEENS,INSIDE,CHAIN STORE
616074574,DANGEROUS DRUGS,MARIJUANA  POSSESSION 4 & 5,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
822538102,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,PARKING LOT/GARAGE (PRIVATE)
708186677,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,DEPARTMENT STORE
548080806,PETIT LARCENY,LARCENY PETIT OF VEHICLE ACCES,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,DEPARTMENT STORE
505116505,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,,STREET
978896826,GRAND LARCENY,LARCENY GRAND FROM RESIDENCE  UNATTENDED,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE
123174491,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,BROOKLYN,REAR OF,PARKING LOT/GARAGE (PRIVATE)
618060114,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE
177028041,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE
597862763,VEHICLE AND TRAFFIC LAWS,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
966951844,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,STATEN ISLAND,FRONT OF,DOCTOR/DENTIST OFFICE
314084234,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,INSIDE,FAST FOOD
836453484,BURGLARY,BURGLARY RESIDENCE DAY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
298133466,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,STATEN ISLAND,FRONT OF,STREET
583579224,DANGEROUS DRUGS,MARIJUANA  POSSESSION 4 & 5,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
208173803,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET
939451273,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
525628842,DANGEROUS DRUGS,CONTROLLED SUBSTANCE INTENT TO,COMPLETED,FELONY,QUEENS,,STREET
623896959,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 3 & 2  OF M,COMPLETED,FELONY,QUEENS,REAR OF,RESIDENCE - APT. HOUSE
265000362,BURGLARY,BURGLARY RESIDENCE NIGHT,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE
632811870,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE
620418887,BURGLARY,BURGLARY RESIDENCE NIGHT,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE
483097446,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE
903275998,GRAND LARCENY,LARCENY GRAND FROM VEHICLE/MOTORCYCLE,COMPLETED,FELONY,BROOKLYN,,STREET
794657496,INTOXICATED & IMPAIRED DRIVING,IMPAIRED DRIVING DRUG,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
551221541,GRAND LARCENY,LARCENY GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED,COMPLETED,FELONY,BROOKLYN,INSIDE,GYM/FITNESS FACILITY
346935623,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
727426482,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
919961622,FORGERY,FORGERY ETC. UNCLASSIFIED-FELO,COMPLETED,FELONY,BROOKLYN,FRONT OF,PARKING LOT/GARAGE (PRIVATE)
595347059,MISCELLANEOUS PENAL LAW,BRIBERY PUBLIC ADMINISTRATION,COMPLETED,FELONY,QUEENS,,STREET
870524806,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE - PUBLIC HOUSING
257002303,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE
802668225,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE
634944040,DANGEROUS DRUGS,CONTROLLED SUBSTANCE  POSSESSI,COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET
735399103,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,CLOTHING/BOUTIQUE
371600116,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESTAURANT/DINER
416904181,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,REAR OF,FOOD SUPERMARKET
435990153,BURGLARY,BURGLARY RESIDENCE NIGHT,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
833444128,ASSAULT 3 & RELATED OFFENSES,MENACING UNCLASSIFIED,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE
304681047,ASSAULT 3 & RELATED OFFENSES,MENACING UNCLASSIFIED,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE
585054697,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE
123634166,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE-HOUSE
413761130,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE-HOUSE
685233145,GRAND LARCENY,LARCENY GRAND FROM VEHICLE/MOTORCYCLE,COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET
432040703,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,HOSPITAL
824828520,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE-HOUSE
536084532,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
373616892,DANGEROUS WEAPONS,WEAPONS  POSSESSION  ETC,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
131504649,GRAND LARCENY,LARCENY GRAND BY OPEN CREDIT CARD (NEW ACCT),COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE
671737678,DANGEROUS DRUGS,MARIJUANA  POSSESSION 4 & 5,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
488590626,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE
654501540,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
383839906,ASSAULT 3 & RELATED OFFENSES,MENACING UNCLASSIFIED,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
868625187,GRAND LARCENY,LARCENY GRAND BY DISHONEST EMP,COMPLETED,FELONY,STATEN ISLAND,INSIDE,DEPARTMENT STORE
553074914,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,DEPARTMENT STORE
542975418,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,DEPARTMENT STORE
251346064,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,DEPARTMENT STORE
822315223,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,DEPARTMENT STORE
915171879,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,DEPARTMENT STORE
247719862,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,DEPARTMENT STORE
947689604,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,CHAIN STORE
232320550,GRAND LARCENY OF MOTOR VEHICLE,LARCENY GRAND OF AUTO,COMPLETED,FELONY,QUEENS,,STREET
250747590,GRAND LARCENY,LARCENY GRAND FROM VEHICLE/MOTORCYCLE,COMPLETED,FELONY,STATEN ISLAND,REAR OF,PARKING LOT/GARAGE (PUBLIC)
726931825,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,DRUG STORE
289929029,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,DRUG STORE
537034606,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,STATEN ISLAND,FRONT OF,RESIDENCE - APT. HOUSE
679529567,ASSAULT 3 & RELATED OFFENSES,MENACING UNCLASSIFIED,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,OTHER
249761391,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,
686798453,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,
151229004,ASSAULT 3 & RELATED OFFENSES,MENACING UNCLASSIFIED,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE
858869321,GRAND LARCENY OF MOTOR VEHICLE,LARCENY GRAND OF AUTO,COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET
327204185,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,INSIDE,GROCERY/BODEGA
970812416,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,GROCERY/BODEGA
889406523,ROBBERY,ROBBERY BODEGA/CONVENIENCE STORE,COMPLETED,FELONY,QUEENS,INSIDE,GROCERY/BODEGA
396754469,GRAND LARCENY,LARCENY GRAND FROM VEHICLE/MOTORCYCLE,COMPLETED,FELONY,BROOKLYN,REAR OF,PARKING LOT/GARAGE (PRIVATE)
414171098,ROBBERY,ROBBERY ON BUS/ OR BUS DRIVER,COMPLETED,FELONY,QUEENS,,BUS (NYC TRANSIT)
797882091,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
494497726,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
409502177,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE - PUBLIC HOUSING
626869605,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
928014812,GRAND LARCENY,LARCENY GRAND FROM OPEN AREAS  UNATTENDED,COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET
681726358,PETIT LARCENY,LARCENY PETIT OF VEHICLE ACCES,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
270962536,ROBBERY,ROBBERY PERSONAL ELECTRONIC DEVICE,COMPLETED,FELONY,QUEENS,,TRANSIT - NYC SUBWAY
327903336,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE - PUBLIC HOUSING
238087670,FRAUDS,FRAUD UNCLASSIFIED-MISDEMEANOR,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE
533013787,ASSAULT 3 & RELATED OFFENSES,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,STATEN ISLAND,REAR OF,RESIDENCE - APT. HOUSE
967003040,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,STATEN ISLAND,REAR OF,RESIDENCE - APT. HOUSE
494846770,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,DRUG STORE
269892991,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
687120074,POSSESSION OF STOLEN PROPERTY,STOLEN PROPERTY 3 POSSESSION,COMPLETED,MISDEMEANOR,STATEN ISLAND,FRONT OF,OTHER
